Date,State,Latitude,Longitude,CLOUD_AMT,AOD_55,PW,QV2M,T2M,RH2M,WS50M,PS,TOA_SW_DWN,ALLSKY_SFC_SW_DWN,year,month,day,solar_energy_estimate,day_of_week,is_weekend,solar_lag_1,solar_lag_7,solar_roll_mean_7
2020-05-16,Arunachal Pradesh,27.1004,93.6056,99.04,0.33,3.51,16.71,25.34,79.63,2.13,95.33,11.082,2.814,2020,5,16,0.5628000000000001,5,1,4.1074,6.7985,3.9781571428571434
2020-05-17,Arunachal Pradesh,27.1004,93.6056,90.42,0.48,3.2,15.41,26.45,69.51,2.24,95.34,11.0966,4.5106,2020,5,17,0.90212,6,1,2.814,6.9854,3.6246142857142862
2020-05-18,Arunachal Pradesh,27.1004,93.6056,92.66,0.59,3.09,16.53,27.23,70.33,1.89,95.14,11.1106,3.005,2020,5,18,0.601,0,0,4.5106,5.513,3.266328571428572
2020-05-19,Arunachal Pradesh,27.1004,93.6056,93.95,0.68,2.61,16.93,27.64,70.44,2.36,95.06,11.124,3.5467,2020,5,19,0.7093400000000001,1,0,3.005,3.5714,3.2628
2020-05-20,Arunachal Pradesh,27.1004,93.6056,99.08,0.66,4.11,16.6,25.09,79.38,3.47,95.12,11.1367,2.029,2020,5,20,0.4058,2,0,3.5467,1.5341,3.3335
2020-05-21,Arunachal Pradesh,27.1004,93.6056,98.23,0.55,4.46,17.8,25.48,83.07,5.36,95.11,11.149,1.5569,2020,5,21,0.31138,3,0,2.029,3.3218,3.081371428571429
2020-05-22,Arunachal Pradesh,27.1004,93.6056,99.3,0.76,3.98,17.44,26.98,75.8,2.62,95.25,11.161,2.0858,2020,5,22,0.41716,4,0,1.5569,4.1074,2.7925714285714287
2020-05-23,Arunachal Pradesh,27.1004,93.6056,97.88,0.88,3.84,18.78,26.46,83.35,3.17,95.3,11.1725,1.8096,2020,5,23,0.36192,5,1,2.0858,2.814,2.6490857142857145
2020-05-24,Arunachal Pradesh,27.1004,93.6056,98.2,1.02,3.87,19.05,26.51,84.12,7.46,95.1,11.1833,1.7117,2020,5,24,0.34234,6,1,1.8096,4.5106,2.2492428571428573
2020-05-25,Arunachal Pradesh,27.1004,93.6056,97.97,0.95,3.91,19.06,26.32,84.68,9.01,95.0,11.1941,1.921,2020,5,25,0.3842,0,0,1.7117,3.005,2.094385714285714
2020-05-26,Arunachal Pradesh,27.1004,93.6056,99.34,1.33,3.91,17.28,24.36,86.01,3.53,95.24,11.2042,1.2552,2020,5,26,0.25104,1,0,1.921,3.5467,1.7670285714285714
2020-05-27,Arunachal Pradesh,27.1004,93.6056,98.65,0.83,3.19,14.06,23.34,75.63,2.75,95.41,11.2135,3.0125,2020,5,27,0.6025,2,0,1.2552,2.029,1.9075285714285715
2020-05-28,Arunachal Pradesh,27.1004,93.6056,78.56,0.22,2.66,14.6,25.31,70.5,2.75,95.4,11.2226,6.103,2020,5,28,1.2206,3,0,3.0125,1.5569,2.556971428571429
2020-05-29,Arunachal Pradesh,27.1004,93.6056,65.27,0.25,2.23,15.92,25.93,73.5,2.26,95.47,11.2313,6.5335,2020,5,29,1.3067000000000002,4,0,6.103,2.0858,3.192357142857143
2020-05-30,Arunachal Pradesh,27.1004,93.6056,95.35,0.4,2.89,16.06,24.67,79.62,2.25,95.58,11.2394,4.7952,2020,5,30,0.95904,5,1,6.5335,1.8096,3.6188714285714285
2020-05-31,Arunachal Pradesh,27.1004,93.6056,94.04,0.51,3.28,15.58,24.56,77.34,2.03,95.69,11.2474,4.3044,2020,5,31,0.8608800000000001,6,1,4.7952,1.7117,3.989257142857143
2020-06-01,Arunachal Pradesh,27.1004,93.6056,94.17,0.76,3.38,17.46,25.82,80.37,3.7,95.48,11.2543,2.5507,2020,6,1,0.51014,0,0,4.3044,1.921,4.0792142857142855
2020-06-02,Arunachal Pradesh,27.1004,93.6056,89.69,0.75,3.34,18.52,25.43,86.99,6.19,95.28,11.2615,3.0725,2020,6,2,0.6145,1,0,2.5507,1.2552,4.3388285714285715
2020-06-03,Arunachal Pradesh,27.1004,93.6056,97.4,0.93,3.72,17.23,24.23,86.8,5.29,95.32,11.2678,1.7738,2020,6,3,0.35476,2,0,3.0725,3.0125,4.161871428571429
2020-06-04,Arunachal Pradesh,27.1004,93.6056,97.86,1.1,4.01,15.08,22.38,85.1,2.69,95.45,11.274,1.3495,2020,6,4,0.2699,3,0,1.7738,6.103,3.4828
2020-06-05,Arunachal Pradesh,27.1004,93.6056,99.09,1.44,4.14,17.64,25.27,83.93,3.82,95.25,11.2793,1.1297,2020,6,5,0.22594,4,0,1.3495,6.5335,2.7108285714285714
2020-06-06,Arunachal Pradesh,27.1004,93.6056,97.29,0.65,4.05,18.75,24.99,89.87,5.6,95.05,11.2838,2.2013,2020,6,6,0.44026,5,1,1.1297,4.7952,2.340271428571429
2020-06-07,Arunachal Pradesh,27.1004,93.6056,85.38,0.35,3.74,19.04,26.09,85.87,5.9,94.95,11.2884,3.6646,2020,6,7,0.73292,6,1,2.2013,4.3044,2.248871428571429
2020-06-08,Arunachal Pradesh,27.1004,93.6056,80.47,0.53,3.41,19.09,26.77,82.85,4.01,95.04,11.292,2.9311,2020,6,8,0.58622,0,0,3.6646,2.5507,2.303214285714286
2020-06-09,Arunachal Pradesh,27.1004,93.6056,52.2,0.46,3.36,18.79,28.37,74.57,1.89,95.16,11.2956,6.1464,2020,6,9,1.2292800000000002,1,0,2.9311,3.0725,2.7423428571428565
2020-06-10,Arunachal Pradesh,27.1004,93.6056,78.57,0.48,3.77,19.69,27.38,82.15,2.99,95.14,11.2985,5.2409,2020,6,10,1.04818,2,0,6.1464,1.7738,3.237642857142857
2020-06-11,Arunachal Pradesh,27.1004,93.6056,81.29,0.41,4.25,20.14,26.51,87.97,3.82,95.01,11.3011,4.3222,2020,6,11,0.86444,3,0,5.2409,1.3495,3.6623142857142854
2020-06-12,Arunachal Pradesh,27.1004,93.6056,89.03,0.57,4.71,19.96,26.73,86.45,4.44,94.96,11.3033,2.8841,2020,6,12,0.57682,4,0,4.3222,1.1297,3.912942857142857
2020-06-13,Arunachal Pradesh,27.1004,93.6056,81.42,0.5,4.61,20.24,26.1,90.61,5.22,95.02,11.305,3.6895,2020,6,13,0.7379,5,1,2.8841,2.2013,4.1255428571428565
2020-06-14,Arunachal Pradesh,27.1004,93.6056,77.01,0.44,4.06,20.16,27.28,84.95,3.47,95.12,11.3064,4.6334,2020,6,14,0.92668,6,1,3.6895,3.6646,4.263942857142857
2020-06-15,Arunachal Pradesh,27.1004,93.6056,83.49,0.58,4.45,20.81,28.15,83.09,3.07,94.95,11.3074,3.7445,2020,6,15,0.7489,0,0,4.6334,2.9311,4.3801428571428564
2020-06-16,Arunachal Pradesh,27.1004,93.6056,93.64,0.25,4.59,20.98,27.19,88.16,4.79,94.81,11.3078,3.2155,2020,6,16,0.6431,1,0,3.7445,6.1464,3.961442857142857
2020-06-17,Arunachal Pradesh,27.1004,93.6056,94.85,0.44,4.86,20.64,27.54,85.09,3.25,94.78,11.3081,3.846,2020,6,17,0.7692000000000001,2,0,3.2155,5.2409,3.762171428571428
2020-06-18,Arunachal Pradesh,27.1004,93.6056,99.01,0.39,4.82,20.21,26.76,87.05,4.14,95.02,11.3078,2.4734,2020,6,18,0.49468,3,0,3.846,4.3222,3.4980571428571428
2020-06-19,Arunachal Pradesh,27.1004,93.6056,79.69,0.36,4.83,20.14,27.77,82.14,3.29,95.06,11.3071,4.8048,2020,6,19,0.96096,4,0,2.4734,2.8841,3.772442857142857
2020-06-20,Arunachal Pradesh,27.1004,93.6056,84.55,0.54,4.81,21.04,27.57,86.61,3.77,95.03,11.3062,3.4831,2020,6,20,0.69662,5,1,4.8048,3.6895,3.742957142857143
2020-06-21,Arunachal Pradesh,27.1004,93.6056,88.28,0.28,4.61,20.99,27.33,87.62,5.67,94.88,11.3047,4.2206,2020,6,21,0.8441200000000001,6,1,3.4831,4.6334,3.6839857142857144
2020-06-22,Arunachal Pradesh,27.1004,93.6056,80.3,0.36,4.43,20.77,27.55,85.78,5.33,94.97,11.303,3.5909,2020,6,22,0.71818,0,0,4.2206,3.7445,3.662042857142857
2020-06-23,Arunachal Pradesh,27.1004,93.6056,86.82,0.47,4.57,20.92,27.55,86.49,6.48,95.11,11.3006,2.5356,2020,6,23,0.50712,1,0,3.5909,3.2155,3.5649142857142855
2020-06-24,Arunachal Pradesh,27.1004,93.6056,94.07,0.46,4.93,21.1,26.99,89.78,5.85,95.22,11.2982,1.7038,2020,6,24,0.34076,2,0,2.5356,3.846,3.2588857142857144
2020-06-25,Arunachal Pradesh,27.1004,93.6056,94.79,0.46,4.87,20.56,26.04,92.25,5.49,95.09,11.2954,2.4065,2020,6,25,0.4813,3,0,1.7038,2.4734,3.2493285714285713
2020-06-26,Arunachal Pradesh,27.1004,93.6056,98.36,0.59,4.95,19.69,25.61,90.65,7.09,94.94,11.292,2.2942,2020,6,26,0.45884,4,0,2.4065,4.8048,2.890671428571429
2020-06-27,Arunachal Pradesh,27.1004,93.6056,97.88,0.64,4.85,19.45,25.45,90.44,5.09,94.99,11.2886,2.3335,2020,6,27,0.4667,5,1,2.2942,3.4831,2.7264428571428567
2020-06-28,Arunachal Pradesh,27.1004,93.6056,89.49,0.96,4.54,19.68,26.33,87.33,4.52,95.09,11.2843,2.443,2020,6,28,0.4886,6,1,2.3335,4.2206,2.4725
2020-06-29,Arunachal Pradesh,27.1004,93.6056,88.24,0.88,4.12,19.73,27.0,84.43,3.77,95.13,11.2798,3.0581,2020,6,29,0.61162,0,0,2.443,3.5909,2.396385714285714
2020-06-30,Arunachal Pradesh,27.1004,93.6056,83.01,0.44,3.65,20.08,27.21,84.84,3.79,95.05,11.2752,4.0769,2020,6,30,0.8153800000000001,1,0,3.0581,2.5356,2.6165714285714285
2020-07-01,Arunachal Pradesh,27.1004,93.6056,92.35,0.55,4.91,21.07,27.17,88.6,6.08,94.86,11.2699,2.724,2020,7,1,0.5448000000000001,2,0,4.0769,1.7038,2.7623142857142855
2020-07-02,Arunachal Pradesh,27.1004,93.6056,98.4,0.54,4.78,20.7,26.14,92.16,5.1,94.87,11.2642,1.6622,2020,7,2,0.33244,3,0,2.724,2.4065,2.655985714285715
2020-07-03,Arunachal Pradesh,27.1004,93.6056,85.12,0.67,4.85,20.31,27.27,85.23,2.56,94.97,11.2579,3.5364,2020,7,3,0.70728,4,0,1.6622,2.2942,2.833442857142857
2020-07-04,Arunachal Pradesh,27.1004,93.6056,84.58,0.79,4.7,20.66,27.82,83.94,2.1,94.96,11.2514,4.4981,2020,7,4,0.8996200000000001,5,1,3.5364,2.3335,3.1426714285714286
2020-07-05,Arunachal Pradesh,27.1004,93.6056,92.32,1.17,4.99,20.81,27.15,87.61,2.8,94.85,11.2445,2.9306,2020,7,5,0.5861200000000001,6,1,4.4981,2.443,3.2123285714285714
2020-07-06,Arunachal Pradesh,27.1004,93.6056,91.91,0.54,4.8,20.63,27.32,86.11,2.12,94.93,11.2368,4.0037,2020,7,6,0.8007400000000001,0,0,2.9306,3.0581,3.3474142857142857
2020-07-07,Arunachal Pradesh,27.1004,93.6056,92.13,0.45,4.94,20.14,27.2,84.73,3.51,95.19,11.2289,4.1088,2020,7,7,0.8217599999999999,1,0,4.0037,4.0769,3.3519714285714284
2020-07-08,Arunachal Pradesh,27.1004,93.6056,99.32,0.34,5.2,21.18,27.08,89.39,4.05,95.06,11.2207,2.9702,2020,7,8,0.59404,2,0,4.1088,2.724,3.3871428571428575
2020-07-09,Arunachal Pradesh,27.1004,93.6056,99.21,0.41,5.32,21.77,26.94,92.24,6.56,94.75,11.2118,1.741,2020,7,9,0.3482,3,0,2.9702,1.6622,3.3983999999999996
2020-07-10,Arunachal Pradesh,27.1004,93.6056,99.32,0.42,4.96,21.55,26.97,91.12,8.48,94.6,11.2022,1.9997,2020,7,10,0.39994,4,0,1.741,3.5364,3.178871428571429
2020-07-11,Arunachal Pradesh,27.1004,93.6056,99.27,0.36,5.0,20.31,26.17,90.23,7.26,94.7,11.1926,1.897,2020,7,11,0.3794,5,1,1.9997,4.4981,2.8072857142857144
2020-07-12,Arunachal Pradesh,27.1004,93.6056,98.87,0.32,4.82,20.36,26.72,88.0,4.99,94.85,11.1823,2.5464,2020,7,12,0.5092800000000001,6,1,1.897,2.9306,2.7524
2020-07-13,Arunachal Pradesh,27.1004,93.6056,78.83,0.58,4.73,20.05,27.08,84.96,2.33,94.92,11.1718,4.1808,2020,7,13,0.83616,0,0,2.5464,4.0037,2.7777
2020-07-14,Arunachal Pradesh,27.1004,93.6056,81.9,0.78,4.8,20.02,26.35,88.47,2.89,95.15,11.1607,2.6978,2020,7,14,0.53956,1,0,4.1808,4.1088,2.5761285714285718
2020-07-15,Arunachal Pradesh,27.1004,93.6056,94.35,0.49,4.79,20.43,26.39,89.87,3.43,95.08,11.1494,2.5224,2020,7,15,0.50448,2,0,2.6978,2.9702,2.5121571428571428
2020-07-16,Arunachal Pradesh,27.1004,93.6056,97.66,0.52,4.11,20.67,26.56,90.01,5.07,94.96,11.1374,2.7374,2020,7,16,0.5474800000000001,3,0,2.5224,1.741,2.6545
2020-07-17,Arunachal Pradesh,27.1004,93.6056,98.92,0.48,4.85,20.81,26.49,90.96,6.03,95.0,11.1252,2.4382,2020,7,17,0.4876400000000001,4,0,2.7374,1.9997,2.717142857142857
2020-07-18,Arunachal Pradesh,27.1004,93.6056,99.13,0.33,4.89,20.64,26.44,90.5,6.58,95.03,11.1125,1.7503,2020,7,18,0.35006,5,1,2.4382,1.897,2.6961857142857144
2020-07-19,Arunachal Pradesh,27.1004,93.6056,99.09,0.42,4.91,20.4,26.26,90.44,5.95,94.94,11.0993,2.3609,2020,7,19,0.47218,6,1,1.7503,2.5464,2.669685714285714
2020-07-20,Arunachal Pradesh,27.1004,93.6056,99.49,0.45,4.79,20.18,25.72,92.21,6.2,94.96,11.0856,2.106,2020,7,20,0.4212,0,0,2.3609,4.1808,2.373285714285714
2020-07-21,Arunachal Pradesh,27.1004,93.6056,99.24,0.53,4.87,19.74,25.33,92.4,5.13,95.12,11.0717,2.1038,2020,7,21,0.42076,1,0,2.106,2.6978,2.2884285714285713
2020-07-22,Arunachal Pradesh,27.1004,93.6056,91.26,0.51,4.78,19.49,26.24,86.72,1.7,95.11,11.0573,2.7578,2020,7,22,0.55156,2,0,2.1038,2.5224,2.322057142857143
2020-07-23,Arunachal Pradesh,27.1004,93.6056,93.99,0.6,4.71,19.81,25.96,89.4,2.37,95.24,11.0419,3.312,2020,7,23,0.6624,3,0,2.7578,2.7374,2.4041428571428574
2020-07-24,Arunachal Pradesh,27.1004,93.6056,82.45,0.38,4.69,19.8,26.98,84.75,3.66,95.41,11.0266,3.1375,2020,7,24,0.6275000000000001,4,0,3.312,2.4382,2.5040428571428572
2020-07-25,Arunachal Pradesh,27.1004,93.6056,97.16,0.49,4.74,20.22,26.85,87.23,3.31,95.41,11.0107,3.4666,2020,7,25,0.69332,5,1,3.1375,1.7503,2.749228571428571
2020-07-26,Arunachal Pradesh,27.1004,93.6056,90.08,0.58,4.92,21.1,27.23,88.78,3.78,95.29,10.9946,3.2357,2020,7,26,0.64714,6,1,3.4666,2.3609,2.8741999999999996
2020-07-27,Arunachal Pradesh,27.1004,93.6056,94.13,0.71,4.61,21.09,27.27,88.44,3.79,95.18,10.9778,3.1651,2020,7,27,0.63302,0,0,3.2357,2.106,3.0255
2020-07-28,Arunachal Pradesh,27.1004,93.6056,97.23,1.1,4.79,20.51,27.39,85.55,1.77,95.21,10.961,2.4989,2020,7,28,0.49978,1,0,3.1651,2.1038,3.0819428571428573
2020-07-29,Arunachal Pradesh,27.1004,93.6056,98.84,1.16,4.96,20.64,25.96,93.04,3.04,95.21,10.9438,1.8319,2020,7,29,0.36638,2,0,2.4989,2.7578,2.9496714285714285
2020-07-30,Arunachal Pradesh,27.1004,93.6056,93.68,0.96,5.08,19.92,25.67,91.67,4.84,95.25,10.9262,1.776,2020,7,30,0.3552,3,0,1.8319,3.312,2.730242857142857
2020-07-31,Arunachal Pradesh,27.1004,93.6056,78.22,0.82,4.76,20.1,26.88,86.54,3.71,95.2,10.9078,2.5159,2020,7,31,0.50318,4,0,1.776,3.1375,2.6414428571428568
2020-08-01,Arunachal Pradesh,27.1004,93.6056,89.88,0.76,4.15,20.39,27.52,84.35,2.85,95.06,10.8888,4.5367,2020,8,1,0.90734,5,1,2.5159,3.4666,2.7943142857142855
2020-08-02,Arunachal Pradesh,27.1004,93.6056,74.3,0.7,4.53,20.7,28.28,81.98,2.29,94.76,10.8689,4.8914,2020,8,2,0.97828,6,1,4.5367,3.2357,3.030842857142857
2020-08-03,Arunachal Pradesh,27.1004,93.6056,72.47,0.45,4.19,20.82,30.27,73.4,1.32,94.46,10.8487,6.0886,2020,8,3,1.21772,0,0,4.8914,3.1651,3.448485714285714
2020-08-04,Arunachal Pradesh,27.1004,93.6056,91.4,0.33,4.6,21.59,30.6,74.97,4.0,94.36,10.8278,5.303,2020,8,4,1.0606,1,0,6.0886,2.4989,3.8490714285714285
2020-08-05,Arunachal Pradesh,27.1004,93.6056,89.05,0.28,4.87,21.86,28.33,85.66,5.59,94.81,10.8065,5.3635,2020,8,5,1.0727,2,0,5.303,1.8319,4.353585714285714
2020-08-06,Arunachal Pradesh,27.1004,93.6056,78.9,0.32,4.71,21.45,28.85,81.95,3.1,95.08,10.7846,6.0502,2020,8,6,1.2100400000000002,3,0,5.3635,1.776,4.964185714285714
2020-08-07,Arunachal Pradesh,27.1004,93.6056,97.66,0.39,4.3,22.09,27.79,89.44,4.07,94.95,10.7621,4.4016,2020,8,7,0.8803200000000001,4,0,6.0502,2.5159,5.2335714285714285
2020-08-08,Arunachal Pradesh,27.1004,93.6056,99.06,0.33,4.93,21.94,27.34,91.1,5.14,94.82,10.7393,2.7005,2020,8,8,0.5401,5,1,4.4016,4.5367,4.971257142857143
2020-08-09,Arunachal Pradesh,27.1004,93.6056,99.29,0.37,5.16,20.51,26.31,90.58,2.65,95.0,10.7158,2.1048,2020,8,9,0.42096,6,1,2.7005,4.8914,4.573171428571428
2020-08-10,Arunachal Pradesh,27.1004,93.6056,99.14,0.34,5.01,20.91,26.6,90.69,4.99,94.92,10.6915,2.6657,2020,8,10,0.5331400000000001,0,0,2.1048,6.0886,4.084185714285715
2020-08-11,Arunachal Pradesh,27.1004,93.6056,98.0,0.34,5.0,20.96,26.7,90.44,4.84,94.88,10.6668,2.2786,2020,8,11,0.45572,1,0,2.6657,5.303,3.652128571428572
2020-08-12,Arunachal Pradesh,27.1004,93.6056,88.54,0.47,4.95,21.0,27.37,87.14,2.4,94.93,10.6418,2.8562,2020,8,12,0.57124,2,0,2.2786,5.3635,3.293942857142857
2020-08-13,Arunachal Pradesh,27.1004,93.6056,92.6,0.71,4.82,21.3,27.18,89.22,1.78,94.89,10.6166,4.0944,2020,8,13,0.81888,3,0,2.8562,6.0502,3.014542857142857
2020-08-14,Arunachal Pradesh,27.1004,93.6056,95.9,0.59,4.82,20.8,27.28,86.76,1.62,94.79,10.5905,2.8937,2020,8,14,0.57874,4,0,4.0944,4.4016,2.799128571428571
2020-08-15,Arunachal Pradesh,27.1004,93.6056,87.15,0.43,4.93,20.29,27.38,84.18,1.59,94.82,10.5636,3.9926,2020,8,15,0.79852,5,1,2.8937,2.7005,2.9837142857142855
2020-08-16,Arunachal Pradesh,27.1004,93.6056,88.42,0.35,4.71,20.04,26.21,88.97,4.0,94.9,10.5362,4.206,2020,8,16,0.8412000000000002,6,1,3.9926,2.1048,3.2838857142857143
2020-08-17,Arunachal Pradesh,27.1004,93.6056,95.4,0.3,4.92,20.54,25.81,93.09,4.44,94.85,10.5084,3.5484,2020,8,17,0.7096800000000001,0,0,4.206,2.6657,3.409985714285714
2020-08-18,Arunachal Pradesh,27.1004,93.6056,74.39,0.19,4.04,20.76,27.17,87.34,4.29,94.86,10.4803,5.1564,2020,8,18,1.03128,1,0,3.5484,2.2786,3.8211
2020-08-19,Arunachal Pradesh,27.1004,93.6056,56.93,0.14,3.65,19.65,27.41,81.92,3.16,95.06,10.4518,6.5354,2020,8,19,1.30708,2,0,5.1564,2.8562,4.3467
2020-08-20,Arunachal Pradesh,27.1004,93.6056,56.62,0.19,4.27,19.59,26.79,84.94,3.0,95.33,10.4225,5.8303,2020,8,20,1.16606,3,0,6.5354,4.0944,4.594685714285714
2020-08-21,Arunachal Pradesh,27.1004,93.6056,71.35,0.27,4.62,19.66,26.78,85.43,3.92,95.42,10.393,3.942,2020,8,21,0.7884000000000001,4,0,5.8303,2.8937,4.744442857142857
2020-08-22,Arunachal Pradesh,27.1004,93.6056,67.23,0.35,4.42,19.96,26.62,87.28,4.38,95.32,10.3625,4.7918,2020,8,22,0.95836,5,1,3.942,3.9926,4.858614285714286
2020-08-23,Arunachal Pradesh,27.1004,93.6056,77.95,0.39,3.91,19.68,26.61,85.89,3.7,95.14,10.3318,4.5554,2020,8,23,0.91108,6,1,4.7918,4.206,4.908528571428571
2020-08-24,Arunachal Pradesh,27.1004,93.6056,91.29,0.35,4.38,20.28,27.42,84.45,3.11,95.06,10.3003,4.7558,2020,8,24,0.95116,0,0,4.5554,3.5484,5.081014285714287
2020-08-25,Arunachal Pradesh,27.1004,93.6056,62.32,0.19,4.11,20.59,28.28,81.52,1.53,95.23,10.2686,5.809,2020,8,25,1.1618000000000002,1,0,4.7558,5.1564,5.174242857142858
2020-08-26,Arunachal Pradesh,27.1004,93.6056,56.85,0.15,3.4,20.92,28.21,83.05,2.16,95.29,10.2365,6.6377,2020,8,26,1.32754,2,0,5.809,6.5354,5.1888571428571435
2020-08-27,Arunachal Pradesh,27.1004,93.6056,73.65,0.15,3.36,20.29,26.66,88.04,3.54,95.18,10.2036,5.4686,2020,8,27,1.09372,3,0,6.6377,5.8303,5.137185714285714
2020-08-28,Arunachal Pradesh,27.1004,93.6056,89.89,0.34,3.71,19.64,26.22,87.74,5.19,95.07,10.1705,3.649,2020,8,28,0.7298,4,0,5.4686,3.942,5.095328571428571
2020-08-29,Arunachal Pradesh,27.1004,93.6056,98.63,0.43,4.25,20.42,26.52,89.42,5.51,95.08,10.1364,2.7372,2020,8,29,0.54744,5,1,3.649,4.7918,4.801814285714286
2020-08-30,Arunachal Pradesh,27.1004,93.6056,95.57,0.31,4.46,20.11,26.44,88.58,4.49,95.16,10.1018,2.6554,2020,8,30,0.5310800000000001,6,1,2.7372,4.5554,4.530385714285715
2020-08-31,Arunachal Pradesh,27.1004,93.6056,81.2,0.3,4.83,20.72,26.98,88.3,4.24,95.15,10.0666,3.8945,2020,8,31,0.7789,0,0,2.6554,4.7558,4.407342857142857
2020-09-01,Arunachal Pradesh,27.1004,93.6056,86.34,0.21,4.47,20.34,26.15,91.02,2.62,95.42,10.031,4.8386,2020,9,1,0.96772,1,0,3.8945,5.809,4.268714285714286
2020-09-02,Arunachal Pradesh,27.1004,93.6056,87.13,0.27,4.56,20.11,26.3,89.23,1.3,95.61,9.995,4.9447,2020,9,2,0.98894,2,0,4.8386,6.6377,4.026857142857144
2020-09-03,Arunachal Pradesh,27.1004,93.6056,89.23,0.32,4.12,20.3,26.95,87.07,2.95,95.61,9.9581,4.8593,2020,9,3,0.97186,3,0,4.9447,5.4686,3.9398142857142853
2020-09-04,Arunachal Pradesh,27.1004,93.6056,98.9,0.54,4.41,20.43,26.65,89.09,4.1,95.44,9.9209,2.4557,2020,9,4,0.4911400000000001,4,0,4.8593,3.649,3.7693428571428567
2020-09-05,Arunachal Pradesh,27.1004,93.6056,98.32,0.49,4.77,20.39,26.49,89.57,4.45,95.24,9.8832,1.9711,2020,9,5,0.39422,5,1,2.4557,2.7372,3.6599000000000004
2020-09-06,Arunachal Pradesh,27.1004,93.6056,99.12,0.48,4.76,20.25,25.89,91.85,3.53,95.25,9.8448,1.6562,2020,9,6,0.33124,6,1,1.9711,2.6554,3.517157142857143
2020-09-07,Arunachal Pradesh,27.1004,93.6056,95.61,0.75,4.58,20.02,25.89,91.02,3.85,95.32,9.8059,1.6495,2020,9,7,0.3299,0,0,1.6562,3.8945,3.196442857142857
2020-09-08,Arunachal Pradesh,27.1004,93.6056,93.55,0.72,4.36,20.07,26.46,88.64,3.75,95.37,9.7666,3.419,2020,9,8,0.6838000000000001,1,0,1.6495,4.8386,2.993642857142857
2020-09-09,Arunachal Pradesh,27.1004,93.6056,92.81,0.55,4.34,19.41,26.85,83.64,2.18,95.33,9.7265,3.907,2020,9,9,0.7814000000000001,2,0,3.419,4.9447,2.8454
2020-09-10,Arunachal Pradesh,27.1004,93.6056,97.13,0.69,4.45,19.66,26.94,84.24,2.35,95.11,9.6864,3.6269,2020,9,10,0.72538,3,0,3.907,4.8593,2.6693428571428575
2020-09-11,Arunachal Pradesh,27.1004,93.6056,98.79,0.99,4.46,20.09,26.29,89.02,2.87,95.21,9.6454,2.6206,2020,9,11,0.52412,4,0,3.6269,2.4557,2.6929000000000003
2020-09-12,Arunachal Pradesh,27.1004,93.6056,99.11,0.92,4.63,20.32,25.75,92.99,3.89,95.39,9.6041,2.2018,2020,9,12,0.44036,5,1,2.6206,1.9711,2.725857142857143
2020-09-13,Arunachal Pradesh,27.1004,93.6056,98.98,0.62,4.8,19.92,26.26,88.78,1.97,95.45,9.5626,2.1218,2020,9,13,0.42436,6,1,2.2018,1.6562,2.7923714285714283
2020-09-14,Arunachal Pradesh,27.1004,93.6056,99.04,0.7,4.67,20.19,25.91,91.6,3.85,95.32,9.5203,2.1391,2020,9,14,0.42782,0,0,2.1218,1.6495,2.862314285714285
2020-09-15,Arunachal Pradesh,27.1004,93.6056,98.37,0.36,4.67,19.81,25.24,93.44,4.8,95.28,9.4776,2.4058,2020,9,15,0.48116,1,0,2.1391,3.419,2.7175714285714285
2020-09-16,Arunachal Pradesh,27.1004,93.6056,96.84,0.37,4.61,20.09,25.6,92.66,5.82,95.17,9.4346,2.3429,2020,9,16,0.46858,2,0,2.4058,3.907,2.4941285714285715
2020-09-17,Arunachal Pradesh,27.1004,93.6056,92.06,0.22,4.78,19.51,25.55,90.45,4.47,95.25,9.3912,2.3705,2020,9,17,0.4740999999999999,3,0,2.3429,3.6269,2.3146428571428572
2020-09-18,Arunachal Pradesh,27.1004,93.6056,77.43,0.3,3.98,19.58,26.95,83.98,1.94,95.27,9.3473,3.9583,2020,9,18,0.79166,4,0,2.3705,2.6206,2.505742857142857
2020-09-19,Arunachal Pradesh,27.1004,93.6056,53.78,0.17,4.29,20.19,27.35,84.2,4.18,95.11,9.3034,5.0974,2020,9,19,1.0194800000000002,5,1,3.9583,2.2018,2.9194
2020-09-20,Arunachal Pradesh,27.1004,93.6056,70.35,0.13,4.22,20.45,28.23,81.17,4.67,95.0,9.2587,5.1727,2020,9,20,1.03454,6,1,5.0974,2.1218,3.355242857142857
2020-09-21,Arunachal Pradesh,27.1004,93.6056,96.75,0.22,4.54,20.8,26.41,91.21,3.58,95.1,9.2136,4.2115,2020,9,21,0.8423,0,0,5.1727,2.1391,3.6513
2020-09-22,Arunachal Pradesh,27.1004,93.6056,99.33,0.25,4.88,19.79,25.55,91.85,3.69,95.3,9.1685,1.554,2020,9,22,0.3108,1,0,4.2115,2.4058,3.5296142857142856
2020-09-23,Arunachal Pradesh,27.1004,93.6056,99.11,0.51,4.54,19.89,25.38,93.09,4.89,95.37,9.1231,3.24,2020,9,23,0.6480000000000001,2,0,1.554,2.3429,3.6577714285714285
2020-09-24,Arunachal Pradesh,27.1004,93.6056,98.13,0.44,4.66,19.84,25.45,92.56,4.24,95.36,9.0773,2.64,2020,9,24,0.528,3,0,3.24,2.3705,3.6962714285714284
